DELIVERY ZIPCODE,LOCALE NAME,PHYSICAL CITY,PHYSICAL STATE
49095,CASSOPOLIS,CASSOPOLIS,MI
49095,VANDALIA,VANDALIA,MI
49096,NASHVILLE,NASHVILLE,MI
49096,VERMONTVILLE,VERMONTVILLE,MI
49097,VICKSBURG,VICKSBURG,MI
49098,WATERVLIET,WATERVLIET,MI
49099,WHITE PIGEON,WHITE PIGEON,MI
49101,BARODA,BARODA,MI
49101,STEVENSVILLE,STEVENSVILLE,MI
49102,BERRIEN SPRINGS,BERRIEN SPRINGS,MI
49103,BERRIEN SPRINGS,BERRIEN SPRINGS,MI
49106,BRIDGMAN,BRIDGMAN,MI
49107,BUCHANAN,BUCHANAN,MI
49107,NILES,NILES,MI
49111,EAU CLAIRE,EAU CLAIRE,MI
49112,EDWARDSBURG,EDWARDSBURG,MI
49113,GALIEN,GALIEN,MI
49115,HARBERT,HARBERT,MI
49116,THREE OAKS,THREE OAKS,MI
49117,NEW BUFFALO,NEW BUFFALO,MI
49119,NEW TROY,NEW TROY,MI
49120,NILES,NILES,MI
49125,SAWYER,SAWYER,MI
49126,SODUS,SODUS,MI
49127,STEVENSVILLE,STEVENSVILLE,MI
49128,THREE OAKS,THREE OAKS,MI
49129,UNION PIER,UNION PIER,MI
49130,EDWARDSBURG,EDWARDSBURG,MI
49130,UNION,UNION,MI
49201,JACKSON MI S&DC,JACKSON,MI
49202,JACKSON MI S&DC,JACKSON,MI
49203,JACKSON MI S&DC,JACKSON,MI
49204,JACKSON,JACKSON,MI
49220,ADDISON,ADDISON,MI
49220,MANITOU BEACH CARRIER,ADDISON,MI
49221,ADRIAN,ADRIAN,MI
49224,ALBION,ALBION,MI
49227,ALLEN,ALLEN,MI
49228,BLISSFIELD,BLISSFIELD,MI
49229,BRITTON,BRITTON,MI
49230,BROOKLYN,BROOKLYN,MI
49232,CAMDEN,CAMDEN,MI
49232,READING,READING,MI
49233,BROOKLYN,BROOKLYN,MI
49233,CEMENT CITY,CEMENT CITY,MI
49234,CLARKLAKE,CLARKLAKE,MI
49234,JACKSON MI S&DC,JACKSON,MI
49235,CLAYTON,CLAYTON,MI
49236,CLINTON,CLINTON,MI
49237,ALBION,ALBION,MI
49237,CONCORD,CONCORD,MI
49238,DEERFIELD,DEERFIELD,MI
49238,PETERSBURG,PETERSBURG,MI
49239,HILLSDALE,HILLSDALE,MI
49240,GRASS LAKE,GRASS LAKE,MI
49240,JACKSON MI S&DC,JACKSON,MI
49241,HANOVER,HANOVER,MI
49242,HILLSDALE,HILLSDALE,MI
49245,HOMER,HOMER,MI
49246,HORTON,HORTON,MI
49247,HUDSON,HUDSON,MI
49248,JASPER,JASPER,MI
49249,JEROME,JEROME,MI
49250,JONESVILLE,JONESVILLE,MI
49251,LESLIE,LESLIE,MI
49252,HOMER,HOMER,MI
49252,LITCHFIELD,LITCHFIELD,MI
49253,ADDISON,ADDISON,MI
49253,MANITOU BEACH CARRIER,ADDISON,MI
49254,JACKSON MI S&DC,JACKSON,MI
49254,MICHIGAN CENTER,MICHIGAN CENTER,MI
49255,MONTGOMERY,MONTGOMERY,MI
49256,MORENCI,MORENCI,MI
49258,MOSHERVILLE,MOSHERVILLE,MI
49259,JACKSON MI S&DC,JACKSON,MI
49259,MUNITH,MUNITH,MI
49261,NAPOLEON,NAPOLEON,MI
49262,NORTH ADAMS,NORTH ADAMS,MI
49263,NORVELL,NORVELL,MI
49264,ONONDAGA,ONONDAGA,MI
49265,ONSTED,ONSTED,MI
49266,OSSEO,OSSEO,MI
49267,BLISSFIELD,BLISSFIELD,MI
49267,OTTAWA LAKE,OTTAWA LAKE,MI
49268,ADRIAN,ADRIAN,MI
49268,PALMYRA CARRIER,ADRIAN,MI
49269,JACKSON MI S&DC,JACKSON,MI
49269,PARMA,PARMA,MI
49270,PETERSBURG,PETERSBURG,MI
49271,PITTSFORD,PITTSFORD,MI
49272,JACKSON MI S&DC,JACKSON,MI
49272,PLEASANT LAKE,PLEASANT LAKE,MI
49274,READING,READING,MI
49276,RIGA,RIGA,MI
49277,RIVES JUNCTION,RIVES JUNCTION,MI
49279,SAND CREEK,SAND CREEK,MI
49282,SOMERSET CENTER,SOMERSET CENTER,MI
49283,JACKSON MI S&DC,JACKSON,MI
49283,SPRING ARBOR,SPRING ARBOR,MI
49284,ALBION,ALBION,MI
49284,SPRINGPORT,SPRINGPORT,MI
49285,STOCKBRIDGE,STOCKBRIDGE,MI
49286,TECUMSEH,TECUMSEH,MI
49287,TIPTON,TIPTON,MI
49288,WALDRON,WALDRON,MI
49289,WESTON,WESTON,MI
49301,ADA,ADA,MI
49302,ALTO,ALTO,MI
49302,CALEDONIA,CALEDONIA,MI
49303,BAILEY,BAILEY,MI
49303,KENT CITY,KENT CITY,MI
49304,BALDWIN,BALDWIN,MI
49305,BARRYTON,BARRYTON,MI
49306,BELMONT,BELMONT,MI
49307,BIG RAPIDS,BIG RAPIDS,MI
49307,DIVISION STREET STATION,BIG RAPIDS,MI
49309,BITELY,BITELY,MI
49310,BLANCHARD,BLANCHARD,MI
49310,REMUS,REMUS,MI
49311,BRADLEY,BRADLEY,MI
49312,WHITE CLOUD,WHITE CLOUD,MI
49314,BURNIPS,BURNIPS,MI
49315,BYRON CENTER,BYRON CENTER,MI
49316,CALEDONIA,CALEDONIA,MI
49317,CANNONSBURG,CANNONSBURG,MI
49318,CASNOVIA,CASNOVIA,MI
49318,KENT CITY,KENT CITY,MI
49319,CEDAR SPRINGS,CEDAR SPRINGS,MI
49319,ROCKFORD CARRIER ANNEX,ROCKFORD,MI
49320,CHIPPEWA LAKE,CHIPPEWA LAKE,MI
49321,COMSTOCK PARK,COMSTOCK PARK,MI
49322,CORAL,CORAL,MI
49322,HOWARD CITY,HOWARD CITY,MI
49323,DORR,DORR,MI
49325,FREEPORT,FREEPORT,MI
49326,GOWEN,GOWEN,MI
49327,GRANT,GRANT,MI
49327,NEWAYGO,NEWAYGO,MI
49328,HOPKINS,HOPKINS,MI
49328,WAYLAND,WAYLAND,MI
49329,HOWARD CITY,HOWARD CITY,MI
49330,KENT CITY,KENT CITY,MI
49331,LOWELL,LOWELL,MI
49332,MECOSTA,MECOSTA,MI
49332,REMUS,REMUS,MI
49333,MIDDLEVILLE,MIDDLEVILLE,MI
49335,MOLINE,MOLINE,MI
49336,MORLEY,MORLEY,MI
49337,NEWAYGO,NEWAYGO,MI
49338,DIVISION STREET STATION,BIG RAPIDS,MI
49338,PARIS,PARIS,MI
49339,PIERSON,PIERSON,MI
49339,SAND LAKE,SAND LAKE,MI
49340,REMUS,REMUS,MI
49341,ROCKFORD,ROCKFORD,MI
49341,ROCKFORD CARRIER ANNEX,ROCKFORD,MI
49342,DIVISION STREET STATION,BIG RAPIDS,MI
49342,RODNEY,RODNEY,MI
49343,SAND LAKE,SAND LAKE,MI
49344,SHELBYVILLE,SHELBYVILLE,MI
49345,SPARTA,SPARTA,MI
49346,STANWOOD,STANWOOD,MI
49347,SAND LAKE,SAND LAKE,MI
49347,TRUFANT,TRUFANT,MI
49348,WAYLAND,WAYLAND,MI
49349,WHITE CLOUD,WHITE CLOUD,MI
49401,ALLENDALE,ALLENDALE,MI
49402,BRANCH,BRANCH,MI
49403,CONKLIN,CONKLIN,MI
49403,RAVENNA,RAVENNA,MI
49404,COOPERSVILLE,COOPERSVILLE,MI
49405,CUSTER,CUSTER,MI
49405,SCOTTVILLE,SCOTTVILLE,MI
49406,DOUGLAS,DOUGLAS,MI
49408,FENNVILLE,FENNVILLE,MI
49409,FERRYSBURG,FERRYSBURG,MI
49410,FOUNTAIN,FOUNTAIN,MI
49411,FOUNTAIN,FOUNTAIN,MI
49411,FREE SOIL,FREE SOIL,MI
49412,FREMONT,FREMONT,MI
49415,FRUITPORT,FRUITPORT,MI
49416,GLENN DPOBU,SOUTH HAVEN,MI
49417,GRAND HAVEN,GRAND HAVEN,MI
49418,JENISON,JENISON,MI
49419,HAMILTON,HAMILTON,MI
49420,HART,HART,MI
49421,HESPERIA,HESPERIA,MI
49422,HOLLAND,HOLLAND,MI
49423,HOLLAND,HOLLAND,MI
49424,HOLLAND,HOLLAND,MI
49425,HOLTON,HOLTON,MI
49425,TWIN LAKE,TWIN LAKE,MI
49426,HUDSONVILLE,HUDSONVILLE,MI
49427,JAMESTOWN,JAMESTOWN,MI
49428,JENISON,JENISON,MI
49429,JENISON,JENISON,MI
49430,LAMONT,LAMONT,MI
49431,LUDINGTON,LUDINGTON,MI
49434,MACATAWA,MACATAWA,MI
49435,COOPERSVILLE,COOPERSVILLE,MI
49435,MARNE,MARNE,MI
49436,HART,HART,MI
49436,MEARS,MEARS,MI
49437,MONTAGUE,MONTAGUE,MI
49440,MUSKEGON,MUSKEGON,MI
49441,MUSKEGON,MUSKEGON,MI
49442,MUSKEGON,MUSKEGON,MI
49443,MUSKEGON,MUSKEGON,MI
49444,MUSKEGON HEIGHTS,MUSKEGON,MI
49445,MUSKEGON,MUSKEGON,MI
49445,NORTH MUSKEGON,MUSKEGON,MI
49446,NEW ERA,NEW ERA,MI
49446,SHELBY,SHELBY,MI
49448,COOPERSVILLE,COOPERSVILLE,MI
49448,NUNICA,NUNICA,MI
49449,PENTWATER,PENTWATER,MI
49450,FENNVILLE,FENNVILLE,MI
49450,PULLMAN,PULLMAN,MI
49451,RAVENNA,RAVENNA,MI
49452,ROTHBURY,ROTHBURY,MI
49453,SAUGATUCK,SAUGATUCK,MI
49454,SCOTTVILLE,SCOTTVILLE,MI
49455,SHELBY,SHELBY,MI
49456,SPRING LAKE,SPRING LAKE,MI
49457,TWIN LAKE,TWIN LAKE,MI
49458,WALHALLA,WALHALLA,MI
49459,WALKERVILLE,WALKERVILLE,MI
49460,WEST OLIVE,WEST OLIVE,MI
49461,MONTAGUE,MONTAGUE,MI
49461,WHITEHALL,WHITEHALL,MI
49463,SYLVAN BEACH,WHITEHALL,MI
49464,ZEELAND,ZEELAND,MI
49464,ZEELAND CARRIER ANNEX,ZEELAND,MI
49468,GRANDVILLE,GRANDVILLE,MI
49501,GRAND RAPIDS,GRAND RAPIDS,MI
49503,GRAND RIVER CARRIER ANNEX,GRAND RAPIDS,MI
49504,NORTHWEST,GRAND RAPIDS,MI
49505,NORTHEAST,GRAND RAPIDS,MI
49506,EASTOWN,GRAND RAPIDS,MI
49507,GRAND RIVER CARRIER ANNEX,GRAND RAPIDS,MI
49508,EAST PARIS,GRAND RAPIDS,MI
49509,ROGERS PLAZA,WYOMING,MI
49509,WYOMING,WYOMING,MI
49510,SEYMOUR SQUARE,GRAND RAPIDS,MI
49512,EAST PARIS,GRAND RAPIDS,MI
49514,NORTHWEST,GRAND RAPIDS,MI
49515,NORTHEAST,GRAND RAPIDS,MI
49516,EASTOWN,GRAND RAPIDS,MI
49518,KENTWOOD,GRAND RAPIDS,MI
49519,WYOMING,WYOMING,MI
49523,LEDYARD,GRAND RAPIDS,MI
49525,NORTHEAST,GRAND RAPIDS,MI
49528,CENTERPOINTE POSTAL STORE,GRAND RAPIDS,MI
49534,NORTHWEST,GRAND RAPIDS,MI
49544,NORTHWEST,GRAND RAPIDS,MI
49546,EAST PARIS,GRAND RAPIDS,MI
49548,KENTWOOD,GRAND RAPIDS,MI
49588,EAST PARIS,GRAND RAPIDS,MI
49601,CADILLAC,CADILLAC,MI
49610,ACME,ACME,MI
49611,ALBA,ALBA,MI
49612,ALDEN,ALDEN,MI
49613,ARCADIA,ARCADIA,MI
49613,BEAR LAKE,BEAR LAKE,MI
49614,BEAR LAKE,BEAR LAKE,MI
49615,BELLAIRE,BELLAIRE,MI
49616,BENZONIA,BENZONIA,MI
49617,BENZONIA,BENZONIA,MI
49617,BEULAH,BEULAH,MI
49618,BOON,BOON,MI
49618,HARRIETTA,HARRIETTA,MI
49619,BRETHREN,BRETHREN,MI
49620,BUCKLEY,BUCKLEY,MI
49621,CEDAR,CEDAR,MI
49622,CENTRAL LAKE,CENTRAL LAKE,MI
49623,CHASE,CHASE,MI
49625,COPEMISH,COPEMISH,MI
49626,EASTLAKE,EASTLAKE,MI
49627,EASTPORT,EASTPORT,MI
49628,ELBERTA,ELBERTA,MI
49629,ELK RAPIDS,ELK RAPIDS,MI
49630,EMPIRE,EMPIRE,MI
49631,EVART,EVART,MI
49632,FALMOUTH,FALMOUTH,MI
49633,FIFE LAKE,FIFE LAKE,MI
49634,MANISTEE,MANISTEE,MI
49635,FRANKFORT,FRANKFORT,MI
49636,GLEN ARBOR,GLEN ARBOR,MI
49637,GRAWN,GRAWN,MI
49637,INTERLOCHEN,INTERLOCHEN,MI
49638,HARRIETTA,HARRIETTA,MI
49639,HERSEY,HERSEY,MI
49640,HONOR,HONOR,MI
49642,CHASE,CHASE,MI
49642,IDLEWILD,IDLEWILD,MI
49643,INTERLOCHEN,INTERLOCHEN,MI
49644,IRONS,IRONS,MI
49645,KALEVA,KALEVA,MI
49646,KALKASKA,KALKASKA,MI
49648,KEWADIN,KEWADIN,MI
49649,KINGSLEY,KINGSLEY,MI
49650,LAKE ANN,LAKE ANN,MI
49651,LAKE CITY,LAKE CITY,MI
49653,LAKE LEELANAU,LAKE LEELANAU,MI
49654,LELAND,LELAND,MI
49655,LEROY,LEROY,MI
49656,LUTHER,LUTHER,MI
49657,MC BAIN,MC BAIN,MI
49659,MANCELONA,MANCELONA,MI
49660,MANISTEE,MANISTEE,MI
49663,MANTON,MANTON,MI
49664,MAPLE CITY,MAPLE CITY,MI
49665,MARION,MARION,MI
49666,MAYFIELD,MAYFIELD,MI
49667,MERRITT,MERRITT,MI
49668,MESICK,MESICK,MI
49670,NORTHPORT,NORTHPORT,MI
49673,OLD MISSION,OLD MISSION,MI
49674,OMENA,OMENA,MI
49675,BEAR LAKE,BEAR LAKE,MI
49675,ONEKAMA,ONEKAMA,MI
49676,RAPID CITY,RAPID CITY,MI
49677,REED CITY,REED CITY,MI
49679,EVART,EVART,MI
49679,SEARS,SEARS,MI
49680,KALKASKA,KALKASKA,MI
49680,SOUTH BOARDMAN,SOUTH BOARDMAN,MI
49682,SUTTONS BAY,SUTTONS BAY,MI
49683,THOMPSONVILLE,THOMPSONVILLE,MI
49684,TRAVERSE CITY,TRAVERSE CITY,MI
49685,TRAVERSE CITY,TRAVERSE CITY,MI
49686,BARLOW,TRAVERSE CITY,MI
49688,TUSTIN,TUSTIN,MI
49689,WELLSTON,WELLSTON,MI
49690,WILLIAMSBURG,WILLIAMSBURG,MI
49696,BARLOW,TRAVERSE CITY,MI
49701,MACKINAW CITY,MACKINAW CITY,MI
49705,AFTON,AFTON,MI
49706,ALANSON,ALANSON,MI
49707,ALPENA,ALPENA,MI
49709,ATLANTA,ATLANTA,MI
49710,BARBEAU,BARBEAU,MI
49712,BOYNE CITY,BOYNE CITY,MI
49712,BOYNE CITY DPOBU,BOYNE CITY,MI
49713,BOYNE FALLS,BOYNE FALLS,MI
49715,BRIMLEY,BRIMLEY,MI
49716,ALANSON,ALANSON,MI
49716,BRUTUS DPOBU,BRUTUS,MI
49717,BURT LAKE,BURT LAKE,MI
49718,CARP LAKE,CARP LAKE,MI
49719,CEDARVILLE,CEDARVILLE,MI
49720,CHARLEVOIX,CHARLEVOIX,MI
49721,CHEBOYGAN,CHEBOYGAN,MI
49721,CHEBOYGAN DPOBU,CHEBOYGAN,MI
49722,CONWAY,CONWAY,MI
49723,CROSS VILLAGE,CROSS VILLAGE,MI
49724,DAFTER,DAFTER,MI
49724,KINCHELOE,KINCHELOE,MI
49725,DE TOUR VILLAGE,DE TOUR VILLAGE,MI
49726,DRUMMOND ISLAND,DRUMMOND ISLAND,MI
49727,EAST JORDAN,EAST JORDAN,MI
49728,ECKERMAN,ECKERMAN,MI
49729,ELLSWORTH,ELLSWORTH,MI
49730,GAYLORD,GAYLORD,MI
49733,FREDERIC,FREDERIC,MI
49734,GAYLORD,GAYLORD,MI
49735,GAYLORD,GAYLORD,MI
49736,GOETZVILLE,GOETZVILLE,MI
49737,GOOD HART,HARBOR SPRINGS,MI
49738,GRAYLING,GRAYLING,MI
49738,GRAYLING DPOBU,GRAYLING,MI
49740,CPU HARBOR POINT ASSOCIATION,HARBOR SPRINGS,MI
49740,HARBOR SPRINGS,HARBOR SPRINGS,MI
49740,HARBOR SPRINGS DPOBU,HARBOR SPRINGS,MI
49743,HAWKS,HAWKS,MI
49744,ALPENA,ALPENA,MI
49744,HERRON,HERRON,MI
49745,HESSEL,HESSEL,MI
49746,HILLMAN,HILLMAN,MI
49747,HUBBARD LAKE,HUBBARD LAKE,MI
49748,HULBERT,HULBERT,MI
49749,INDIAN RIVER,INDIAN RIVER,MI
49749,INDIAN RIVER DPOBU,INDIAN RIVER,MI
49751,JOHANNESBURG,JOHANNESBURG,MI
49751,JOHANNESBURG DPOBU,JOHANNESBURG,MI
49752,KINCHELOE,KINCHELOE,MI
49752,KINROSS,KINROSS,MI
49753,LACHINE,LACHINE,MI
49755,LEVERING,LEVERING,MI
49756,LEWISTON,LEWISTON,MI
49757,MACKINAC ISLAND,MACKINAC ISLAND,MI
49759,MILLERSBURG,MILLERSBURG,MI
49760,MORAN,MORAN,MI
49761,MULLETT LAKE,MULLETT LAKE,MI
49762,NAUBINWAY,NAUBINWAY,MI
49764,ODEN,ODEN,MI
49765,ONAWAY,ONAWAY,MI
49766,OSSINEKE,OSSINEKE,MI
49768,PARADISE,PARADISE,MI
49769,PELLSTON,PELLSTON,MI
49770,CPU BAY VIEW,PETOSKEY,MI
49770,PETOSKEY,PETOSKEY,MI
49774,PICKFORD,PICKFORD,MI
49775,CHEBOYGAN,CHEBOYGAN,MI
49775,POINTE AUX PINS,POINTE AUX PINS,MI
49776,POSEN,POSEN,MI
49777,PRESQUE ISLE,PRESQUE ISLE,MI
49779,ROGERS CITY,ROGERS CITY,MI
49780,KINCHELOE,KINCHELOE,MI
49780,RUDYARD,RUDYARD,MI
49781,SAINT IGNACE,SAINT IGNACE,MI
49782,BEAVER ISLAND,BEAVER ISLAND,MI
49783,SAULT SAINTE MARIE,SAULT SAINTE MARIE,MI
49788,KINCHELOE,KINCHELOE,MI
49791,TOPINABEE,TOPINABEE,MI
49792,ONAWAY,ONAWAY,MI
49793,TROUT LAKE,TROUT LAKE,MI
49795,VANDERBILT,VANDERBILT,MI
49796,WALLOON LAKE,WALLOON LAKE,MI
49797,WATERS,WATERS,MI
49799,WOLVERINE,WOLVERINE,MI
49801,IRON MOUNTAIN,IRON MOUNTAIN,MI
49802,IRON MOUNTAIN,IRON MOUNTAIN,MI
49802,KINGSFORD,KINGSFORD,MI
49805,CALUMET,CALUMET,MI
49806,AU TRAIN,AU TRAIN,MI
49807,BARK RIVER,BARK RIVER,MI
49808,BIG BAY,BIG BAY,MI
49812,CARNEY,CARNEY,MI
49814,CHAMPION,CHAMPION,MI
49815,CHANNING,CHANNING,MI
49816,CHATHAM,CHATHAM,MI
49817,COOKS,COOKS,MI
49818,CORNELL,CORNELL,MI
49818,ESCANABA,ESCANABA,MI
49819,ESCANABA,ESCANABA,MI
49820,CURTIS,CURTIS,MI
49821,DAGGETT,DAGGETT,MI
49822,AU TRAIN,AU TRAIN,MI
49825,EBEN JUNCTION,EBEN JUNCTION,MI
49827,ENGADINE,ENGADINE,MI
49829,ESCANABA,ESCANABA,MI
49831,FELCH,FELCH,MI
49833,GWINN,GWINN,MI
49834,BARK RIVER,BARK RIVER,MI
49835,GARDEN,GARDEN,MI
49836,GERMFASK,GERMFASK,MI
49837,ESCANABA,ESCANABA,MI
49837,GLADSTONE,GLADSTONE,MI
49838,GOULD CITY,GOULD CITY,MI
49839,GRAND MARAIS,GRAND MARAIS,MI
49840,GULLIVER,GULLIVER,MI
49841,GWINN,GWINN,MI
49845,HARRIS,HARRIS,MI
49847,HERMANSVILLE,HERMANSVILLE,MI
49847,POWERS,POWERS,MI
49848,INGALLS,INGALLS,MI
49848,STEPHENSON,STEPHENSON,MI
49849,ISHPEMING,ISHPEMING,MI
49852,IRON MOUNTAIN,IRON MOUNTAIN,MI
49853,MC MILLAN,MC MILLAN,MI
49853,NEWBERRY,NEWBERRY,MI
49854,MANISTIQUE,MANISTIQUE,MI
49855,MARQUETTE,MARQUETTE,MI
49858,MENOMINEE,MENOMINEE,MI
49861,MICHIGAMME,MICHIGAMME,MI
49862,MUNISING,MUNISING,MI
49863,NADEAU,NADEAU,MI
49864,RAPID RIVER,RAPID RIVER,MI
49866,ISHPEMING,ISHPEMING,MI
49866,NEGAUNEE,NEGAUNEE,MI
49868,NEWBERRY,NEWBERRY,MI
49870,IRON MOUNTAIN,IRON MOUNTAIN,MI
49870,NORWAY,NORWAY,MI
49871,PALMER,PALMER,MI
49872,PERKINS,PERKINS,MI
49873,BARK RIVER,BARK RIVER,MI
49873,PERRONVILLE,PERRONVILLE,MI
49874,POWERS,POWERS,MI
49876,IRON MOUNTAIN,IRON MOUNTAIN,MI
49876,QUINNESEC,QUINNESEC,MI
49877,RALPH DPOBU,RALPH,MI
49878,RAPID RIVER,RAPID RIVER,MI
49879,REPUBLIC,REPUBLIC,MI
49880,ROCK,ROCK,MI
49881,CHANNING,CHANNING,MI
49881,SAGOLA,SAGOLA,MI
49883,SENEY,SENEY,MI
49884,SHINGLETON,SHINGLETON,MI
49885,SKANDIA,SKANDIA,MI
49886,SPALDING,SPALDING,MI
49887,STEPHENSON,STEPHENSON,MI
49891,TRENARY,TRENARY,MI
49892,IRON MOUNTAIN,IRON MOUNTAIN,MI
49892,VULCAN,VULCAN,MI
49893,STEPHENSON,STEPHENSON,MI
49893,WALLACE,WALLACE,MI
49894,WELLS,WELLS,MI
49895,WETMORE,WETMORE,MI
49896,BARK RIVER,BARK RIVER,MI
49896,WILSON,WILSON,MI
49901,AHMEEK,AHMEEK,MI
49902,ALPHA,ALPHA,MI
49903,AMASA,AMASA,MI
49905,ATLANTIC MINE,ATLANTIC MINE,MI
49905,HOUGHTON,HOUGHTON,MI
49908,BARAGA,BARAGA,MI
49908,LANSE,LANSE,MI
49910,BERGLAND,BERGLAND,MI
49911,BESSEMER,BESSEMER,MI
49911,IRONWOOD,IRONWOOD,MI
49912,BRUCE CROSSING,BRUCE CROSSING,MI
49913,CALUMET,CALUMET,MI
49913,LAURIUM,LAURIUM,MI
49915,CASPIAN,CASPIAN,MI
49916,CHASSELL,CHASSELL,MI
49917,COPPER CITY,COPPER CITY,MI
49918,COPPER HARBOR,COPPER HARBOR,MI
49919,COVINGTON,COVINGTON,MI
49919,WATTON,WATTON,MI
49920,CRYSTAL FALLS,CRYSTAL FALLS,MI
49921,HOUGHTON,HOUGHTON,MI
49922,DOLLAR BAY,DOLLAR BAY,MI
49925,EWEN,EWEN,MI
49927,CRYSTAL FALLS,CRYSTAL FALLS,MI
49927,GAASTRA,GAASTRA,MI
49929,GREENLAND,GREENLAND,MI
49930,HANCOCK,HANCOCK,MI
49930,HOUGHTON,HOUGHTON,MI
49931,HOUGHTON,HOUGHTON,MI
49934,HUBBELL,HUBBELL,MI
49935,IRON RIVER,IRON RIVER,MI
49938,IRONWOOD,IRONWOOD,MI
49945,CALUMET,CALUMET,MI
49945,LAKE LINDEN,LAKE LINDEN,MI
49946,LANSE,LANSE,MI
49947,MARENISCO,MARENISCO,MI
49948,MASS CITY,MASS CITY,MI
49950,CALUMET,CALUMET,MI
49950,MOHAWK,MOHAWK,MI
49952,NISULA,NISULA,MI
49953,ONTONAGON,ONTONAGON,MI
49955,PAINESDALE,PAINESDALE,MI
49958,PELKIE,PELKIE,MI
49959,WAKEFIELD,WAKEFIELD,MI
49960,ROCKLAND,ROCKLAND,MI
49961,SIDNAW,SIDNAW,MI
49962,SKANEE,SKANEE,MI
49963,SOUTH RANGE,SOUTH RANGE,MI
49964,STAMBAUGH,STAMBAUGH,MI
49965,TOIVOLA,TOIVOLA,MI
49967,TROUT CREEK,TROUT CREEK,MI
49968,WAKEFIELD,WAKEFIELD,MI
49969,WATERSMEET,WATERSMEET,MI
49970,WATTON,WATTON,MI
49971,WHITE PINE,WHITE PINE,MI
50001,MILO,MILO,IA
50002,ADAIR,ADAIR,IA
50003,ADEL,ADEL,IA
50005,ALBION,ALBION,IA
50006,ALDEN,ALDEN,IA
50006,IOWA FALLS,IOWA FALLS,IA
50007,ALLEMAN,ALLEMAN,IA
50007,HUXLEY,HUXLEY,IA
50008,ALLERTON,ALLERTON,IA
50009,ALTOONA,ALTOONA,IA
50009,PLEASANT HILL,DES MOINES,IA
50010,AMES,AMES,IA
50014,AMES,AMES,IA
50014,CYCLONE STATION,AMES,IA
50020,ANITA,ANITA,IA
50021,ANKENY,ANKENY,IA
50022,ATLANTIC,ATLANTIC,IA
50023,ANKENY,ANKENY,IA
50025,AUDUBON,AUDUBON,IA
50026,BAGLEY,BAGLEY,IA
50027,BARNES CITY,BARNES CITY,IA
50027,MONTEZUMA,MONTEZUMA,IA
50028,BAXTER,BAXTER,IA
50029,BAYARD,BAYARD,IA
50029,GUTHRIE CENTER,GUTHRIE CENTER,IA
50031,BEAVER,BEAVER,IA
50032,BERWICK,BERWICK,IA
50033,MARTENSDALE,MARTENSDALE,IA
50034,BLAIRSBURG,BLAIRSBURG,IA
50035,BONDURANT,BONDURANT,IA
50036,BOONE,BOONE,IA
50037,BOONE,BOONE,IA
50038,BOONEVILLE,BOONEVILLE,IA
50038,WAUKEE,WAUKEE,IA
50039,BOUTON,BOUTON,IA
50039,WOODWARD,WOODWARD,IA
50040,BOXHOLM,BOXHOLM,IA
50041,BRADFORD,BRADFORD,IA
50042,BRAYTON,BRAYTON,IA
50042,EXIRA,EXIRA,IA
50044,BUSSEY,BUSSEY,IA
50046,AMES,AMES,IA
50046,CAMBRIDGE,CAMBRIDGE,IA
50047,CARLISLE,CARLISLE,IA
50048,CASEY,CASEY,IA
50049,CHARITON,CHARITON,IA
50050,CHURDAN,CHURDAN,IA
50051,ALBION,ALBION,IA
50051,CLEMONS,CLEMONS,IA
50052,ALLERTON,ALLERTON,IA
50054,COLFAX,COLFAX,IA
50055,COLLINS,COLLINS,IA
50056,COLO,COLO,IA
50057,LOVILIA,LOVILIA,IA
50058,COON RAPIDS,COON RAPIDS,IA
50059,JEFFERSON,JEFFERSON,IA
50060,CORYDON,CORYDON,IA
50061,CUMMING,CUMMING,IA
50062,MELCHER,MELCHER DALLAS,IA
50063,DALLAS CENTER,DALLAS CENTER,IA
50064,PATON,PATON,IA
50065,DAVIS CITY,DAVIS CITY,IA
50065,LEON,LEON,IA
50066,DAWSON,DAWSON,IA
50066,PERRY,PERRY,IA
50067,DECATUR,DECATUR,IA
50068,DERBY,DERBY,IA
50069,DE SOTO,DE SOTO,IA
50069,VAN METER,VAN METER,IA
50070,DEXTER,DEXTER,IA
50071,DOWS,DOWS,IA
50072,EARLHAM,EARLHAM,IA
50073,ELKHART,ELKHART,IA
50074,ELLSTON,ELLSTON,IA
50075,ELLSWORTH,ELLSWORTH,IA
50076,EXIRA,EXIRA,IA
50078,FERGUSON,FERGUSON,IA
50099,BOONE,BOONE,IA
50101,DOWS,DOWS,IA
50102,GARDEN CITY,GARDEN CITY,IA
50103,GARDEN GROVE,GARDEN GROVE,IA
50104,GIBSON,GIBSON,IA
50104,KESWICK,KESWICK,IA
50105,GILBERT,GILBERT,IA
50106,GILMAN,GILMAN,IA
50107,GRAND JUNCTION,GRAND JUNCTION,IA
50108,DECATUR,DECATUR,IA
50108,GRAND RIVER,GRAND RIVER,IA
50109,GRANGER,GRANGER,IA
50110,AUDUBON,AUDUBON,IA
50110,GRAY,GRAY,IA
50111,GRIMES,GRIMES,IA
50112,GRINNELL,GRINNELL,IA
50115,GUTHRIE CENTER,GUTHRIE CENTER,IA
50116,BUSSEY,BUSSEY,IA
50116,HAMILTON,HAMILTON,IA
50117,EXIRA,EXIRA,IA
